"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"['Sure! Here is a simple explanation of how college works in the United States: \n1. First, you have to decide what you want to study in college. This is called your ""major."" There are many different majors to choose from, such as biology, engineering, business, or art. \n2. Next, you have to find a college or university that offers the major you want to study. There are many different colleges and universities to choose from, and they are located all over the country. Some are big and some are small, and they all have different programs and features. \n3. Once you have found a college or university that you like, you have to apply to go there. This involves filling out a form called the ""application,"" which asks for your personal information and your grades from high school. You might also have to write an essay and ask for letters of recommendation from your teachers or other people who know you. \n4. After you have applied to a college, you have to wait to see if you are accepted. This is called the ""admission"" process. The college will look at your application and decide if they think you will be a good fit for their school. If you are accepted, congratulations! You are going to college! \n5. Once you are accepted to a college, you have to pay for it. College is not free, and you have to pay for your classes, books, and other things. There are many ways to pay for college, such as scholarships, grants, and loans. \n6. After you have paid for college, you are ready to start! You will attend classes, do homework, and participate in activities. You will also meet new people and make new friends. \n7. After you have completed your studies and graduated from college, you will be ready to find a job. You can use the skills and knowledge you gained in college to get a job in your chosen field. \nI hope this helps! Let me know if you have any other questions.']","['Sure! Here is a simple explanation of how college works in the United States: \n1. First, you have to decide what you want to study in college. This is called your ""major."" There are many different majors to choose from, such as biology, engineering, business, or art. \n2. Next, you have to find a college or university that offers the major you want to study. There are many different colleges and universities to choose from, and they are located all over the country. Some are big and some are small, and they all have different programs and features. \n3. Once you have found a college or university that you like, you have to apply to go there. This involves filling out a form called the ""application,"" which asks for your personal information and your grades from high school. You might also have to write an essay and ask for letters of recommendation from your teachers or other people who know you. \n4. After you have applied to a college, you have to wait to see if you are accepted. This is called the ""admission"" process. The college will look at your application and decide if they think you will be a good fit for their school. If you are accepted, congratulations! You are going to college! \n5. Once you are accepted to a college, you have to pay for it. College is not free, and you have to pay for your classes, books, and other things. There are many ways to pay for college, such as scholarships, grants, and loans. \n6. After you have paid for college, you are ready to start! You will attend classes, do homework, and participate in activities. You will also meet new people and make new friends. \n7. After you have completed your studies and graduated from college, you will be ready to find a job. You can use the skills and knowledge you gained in college to get a job in your chosen field. \nI hope this helps! Let me know if you have any other questions.']",0.0,0.0,1,1,1,7438,"Failed"
"['Simple terms , darkness releases melatonin , which helps us fall asleep , and probably to protect our eyes while we sleep .'<SPLIT> 'Other than the things already said : Resting the eye muscles . To open your eyes also uses energy , and it would be a waste of energy .'<SPLIT> 'Perhaps more important than releasing melatonin since many things make us do that , it is a way to drown out stimulus , keep our eyes from drying out , and offering our eyes protection from the elements when we are vulnerable .']","['Simple terms , darkness releases melatonin , which helps us fall asleep , and probably to protect our eyes while we sleep .'<SPLIT> 'Other than the things already said : Resting the eye muscles . To open your eyes also uses energy , and it would be a waste of energy .'<SPLIT> 'Perhaps more important than releasing melatonin since many things make us do that , it is a way to drown out stimulus , keep our eyes from drying out , and offering our eyes protection from the elements when we are vulnerable .']",0.0,0.0,0,0,0,1784,"Failed"
"['Bison are a type of large, hoofed animal that are native to North America. They are related to cows, but they are generally bigger and can produce more meat per animal. Bison are also known for being hardy animals that can survive in a variety of climates and environments. \nHowever, there are a few reasons why bison are not raised as widely as cows for meat production. One reason is that bison are generally slower to mature than cows, which means that it takes longer for them to reach slaughter weight. This means that it takes longer for farmers to raise bison for meat compared to cows. \nAnother reason is that bison can be more challenging to raise than cows. They are generally more independent and can be more difficult to handle, which can make it harder for farmers to manage them. In addition, bison require more space to roam and graze, which can be a challenge for farmers who have limited land available. \nFinally, bison can also consume more feed than cows, which can be more expensive for farmers. Overall, while bison have some advantages as a source of meat, they are generally not as practical to raise as cows for a variety of reasons.']","['Bison are a type of large, hoofed animal that are native to North America. They are related to cows, but they are generally bigger and can produce more meat per animal. Bison are also known for being hardy animals that can survive in a variety of climates and environments. \nHowever, there are a few reasons why bison are not raised as widely as cows for meat production. One reason is that bison are generally slower to mature than cows, which means that it takes longer for them to reach slaughter weight. This means that it takes longer for farmers to raise bison for meat compared to cows. \nAnother reason is that bison can be more challenging to raise than cows. They are generally more independent and can be more difficult to handle, which can make it harder for farmers to manage them. In addition, bison require more space to roam and graze, which can be a challenge for farmers who have limited land available. \nFinally, bison can also consume more feed than cows, which can be more expensive for farmers. Overall, while bison have some advantages as a source of meat, they are generally not as practical to raise as cows for a variety of reasons.']",0.0,0.0,1,1,1,4180,"Failed"
"[""[ Long version of what is a hedge fund ] ( URL_0 ) Short version : there 's no real definition of what a hedge fund is , but the rough consensus is that it 's when rich investors pool their investment money together and use aggressive investment strategies to maximize the returns of the investments . Most well known being borrowing a lot of money from banks , several times what the total amount of money in the fund , as a way to amplify the strength of the investment money . But most hedge funds are secretive and do n't openly declare their strategies , to prevent competition . One of the key reasons why they are able to succeed with high returns is because they are unregulated , and can do crazy risky things that other funds ca n't . And they are unregulated because it 's assumed only crazy rich people who do n't mind losing their money would touch hedge funds .""<SPLIT> ""Imagine a private mutual fund that hides their strategies for investment That 's a hedge fund , and they hide their strategies because the market is efficient and if they 've found a model that actually beats the market , that is a secret worth keeping""<SPLIT> ""A hedge fund is an investment fund that uses hedging instruments to seek outsized returns . Hedging instruments are instruments that can be used to lower your risk . For example , if you are a farmer and you know you will produce 100 gallons of milk per day for the next year , you can pre - sell that milk on a futures or forwards market , thereby reducing your risk . This is called hedging . On the other side of your hedge might be a cheese manufacturer who wants to guarantee their input costs and therefore also hedge using futures contracts . Unfortunately , the amount of people who need to hedge do n't perfectly balance out . In come the speculators . These speculators take the other side of the deal allowing the counter - party to hedge . What 's more , the speculator is seeking a return while the hedger is seeking a guarantee , so often the speculator demands a price that favours them , allowing them to earn outsized returns . In this example , if we expect milk to sell at $ 100 next year , the farmer might be happy to lock in a price of $ 98 , which would give the speculator an expected $ 2 gain . In reality , they might end up owing $ 10 if the price ends up at $ 88 , but on average , they trade a good return for the farmer 's security . What 's more , the Hedge fund does n't have to put much money down to buy this contract , since all they are doing is making a promise to pay in the future . Futures , forwards , options , and leverage ( borrowing ) are the typical tools Hedge Funds use to speculate on the market and get exaggerated returns . Hedge funds buy or sell these in combination with the underlying asset ( in this example , milk , but more commonly , stocks or index funds ) to exaggerate the moves in the market . If they correctly bet on an asset increasing in value , they can get more than 10x the market return of simply buying the asset . Conversely , they can also fail miserably . They are high risk and for this reason , you are n't supposed to invest in them unless you are an accredited investor . We tend to believe that they are extremely successful because of survivorship bias . For example , if you look at any hedge fund that exists today and you ask how much they made over the last ten years , almost all of them did extremely well . The reason of course is that the hedge funds that did badly over the recession no longer exist and wo n't be part of your database . Hedge funds fail more frequently than any other kind of fund but also can give better returns than any other kind of fund when they succeed .""]","[""[ Long version of what is a hedge fund ] ( URL_0 ) Short version : there 's no real definition of what a hedge fund is , but the rough consensus is that it 's when rich investors pool their investment money together and use aggressive investment strategies to maximize the returns of the investments . Most well known being borrowing a lot of money from banks , several times what the total amount of money in the fund , as a way to amplify the strength of the investment money . But most hedge funds are secretive and do n't openly declare their strategies , to prevent competition . One of the key reasons why they are able to succeed with high returns is because they are unregulated , and can do crazy risky things that other funds ca n't . And they are unregulated because it 's assumed only crazy rich people who do n't mind losing their money would touch hedge funds .""<SPLIT> ""Imagine a private mutual fund that hides their strategies for investment That 's a hedge fund , and they hide their strategies because the market is efficient and if they 've found a model that actually beats the market , that is a secret worth keeping""<SPLIT> ""A hedge fund is an investment fund that uses hedging instruments to seek outsized returns . Hedging instruments are instruments that can be used to lower your risk . For example , if you are a farmer and you know you will produce 100 gallons of milk per day for the next year , you can pre - sell that milk on a futures or forwards market , thereby reducing your risk . This is called hedging . On the other side of your hedge might be a cheese manufacturer who wants to guarantee their input costs and therefore also hedge using futures contracts . Unfortunately , the amount of people who need to hedge do n't perfectly balance out . In come the speculators . These speculators take the other side of the deal allowing the counter - party to hedge . What 's more , the speculator is seeking a return while the hedger is seeking a guarantee , so often the speculator demands a price that favours them , allowing them to earn outsized returns . In this example , if we expect milk to sell at $ 100 next year , the farmer might be happy to lock in a price of $ 98 , which would give the speculator an expected $ 2 gain . In reality , they might end up owing $ 10 if the price ends up at $ 88 , but on average , they trade a good return for the farmer 's security . What 's more , the Hedge fund does n't have to put much money down to buy this contract , since all they are doing is making a promise to pay in the future . Futures , forwards , options , and leverage ( borrowing ) are the typical tools Hedge Funds use to speculate on the market and get exaggerated returns . Hedge funds buy or sell these in combination with the underlying asset ( in this example , milk , but more commonly , stocks or index funds ) to exaggerate the moves in the market . If they correctly bet on an asset increasing in value , they can get more than 10x the market return of simply buying the asset . Conversely , they can also fail miserably . They are high risk and for this reason , you are n't supposed to invest in them unless you are an accredited investor . We tend to believe that they are extremely successful because of survivorship bias . For example , if you look at any hedge fund that exists today and you ask how much they made over the last ten years , almost all of them did extremely well . The reason of course is that the hedge funds that did badly over the recession no longer exist and wo n't be part of your database . Hedge funds fail more frequently than any other kind of fund but also can give better returns than any other kind of fund when they succeed .""]",0.0,0.0,0,0,0,12586,"Failed"
"['That \'s the whole point of using rar files ! It \'s called "" compression "" . Basically , the real file is like a long letter : > Dear Charles , I am writing to you to discuss the alarming increase in recent muggings in our quaint village ... The rar file uses a bunch of shorthand : > Yo C , ppl gettin mugged So the rar file is much shorter , but it takes a little work to decode it .'<SPLIT> 'Imagine you had a text document that was nothing but : * texttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttext And you wanted to relay that message to someone else . You could type it all out , which winds up being 400 characters . Or you could tell them "" the word text 100 times "" which is 23 characters . That \'s how compression works .'<SPLIT> 'Basically it finds repeating patterns and saves them once and then saves where it repeats . For example a picture that is a black background with a blue stripe in the middle . A computer uncompressed will save that as each pixels color ( p1 = black , p2= black .... P500 = blue , etc . ) a compressed file will save it as "" these two sections are black and this section is blue . ( p1 - p499 = black , p500- p700= blue , etc . ) and it saves a lot of space .']","['That \'s the whole point of using rar files ! It \'s called "" compression "" . Basically , the real file is like a long letter : > Dear Charles , I am writing to you to discuss the alarming increase in recent muggings in our quaint village ... The rar file uses a bunch of shorthand : > Yo C , ppl gettin mugged So the rar file is much shorter , but it takes a little work to decode it .'<SPLIT> 'Imagine you had a text document that was nothing but : * texttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttexttext And you wanted to relay that message to someone else . You could type it all out , which winds up being 400 characters . Or you could tell them "" the word text 100 times "" which is 23 characters . That \'s how compression works .'<SPLIT> 'Basically it finds repeating patterns and saves them once and then saves where it repeats . For example a picture that is a black background with a blue stripe in the middle . A computer uncompressed will save that as each pixels color ( p1 = black , p2= black .... P500 = blue , etc . ) a compressed file will save it as "" these two sections are black and this section is blue . ( p1 - p499 = black , p500- p700= blue , etc . ) and it saves a lot of space .']",0.0,0.0,0,0,0,3391,"Failed"
"['Deaf people can certainly enjoy and appreciate music, even if they cannot hear it in the same way that hearing people do. Deaf people who were born deaf or who became deaf at a very young age may not have the same understanding of music as hearing people, since they have not had the same exposure to it. However, there are many ways that deaf people can experience and understand music. \nOne way that deaf people can experience music is through visual means, such as watching music videos or live performances. They may also be able to feel the vibrations of music through their bodies, either through the floor or through special devices that allow them to feel the vibrations of sound waves. \nDeaf people may also be able to understand and appreciate the structure and form of music by learning about music theory and reading sheet music. They can also learn about the different instruments that are used in music and how they are played. \nOverall, while deaf people may not have the same understanding of music as hearing people, they can still experience and appreciate it in their own unique way.']","['Deaf people can certainly enjoy and appreciate music, even if they cannot hear it in the same way that hearing people do. Deaf people who were born deaf or who became deaf at a very young age may not have the same understanding of music as hearing people, since they have not had the same exposure to it. However, there are many ways that deaf people can experience and understand music. \nOne way that deaf people can experience music is through visual means, such as watching music videos or live performances. They may also be able to feel the vibrations of music through their bodies, either through the floor or through special devices that allow them to feel the vibrations of sound waves. \nDeaf people may also be able to understand and appreciate the structure and form of music by learning about music theory and reading sheet music. They can also learn about the different instruments that are used in music and how they are played. \nOverall, while deaf people may not have the same understanding of music as hearing people, they can still experience and appreciate it in their own unique way.']",0.0,0.0,1,1,1,3869,"Failed"
"[""If you 're into sports having updated rosters really is enough to make it worth it and that 's not the only thing they change anyway .""<SPLIT> 'Something game designers have been talking about lot lately is "" experiencing the fantasy . "" When you play a game , you \'re inserting yourself into some role , whether it \'s being a dragonslaying high - fantasy hero or a sci - fi gun - toting alien slaughterer . The more you "" experience the fantasy "" of fulfilling whatever role the game throws you into , the more compelling it is . Another term for the same thing is "" immersion , "" though that \'s often used specifically in RPG games . The point , though , is that the game is supposed to make you feel like you \'re someone that you \'re not . A game like Madden or FIFA is supposed to make you feel like a football ( heh , it works either way ! ) manager / coach / player , so having the accurate roster makes you more immersed in that fantasy . I do n\'t * feel like * the Patriots coach , for example , if Wes Welker is still on the Patriots , because ... well , Wes Welker has n\'t been on the Patriots for years . It disrupts the fantasy .'<SPLIT> 'To the casual player , the games may look like the same thing every year , but that is not always the case . For example , FIFA 13 and FIFA 14 are drastically different in terms of gameplay . Shot mechanics , ball control , and set pieces were definitely changed up , and it definitely altered my playing style from game to game .']","[""If you 're into sports having updated rosters really is enough to make it worth it and that 's not the only thing they change anyway .""<SPLIT> 'Something game designers have been talking about lot lately is "" experiencing the fantasy . "" When you play a game , you \'re inserting yourself into some role , whether it \'s being a dragonslaying high - fantasy hero or a sci - fi gun - toting alien slaughterer . The more you "" experience the fantasy "" of fulfilling whatever role the game throws you into , the more compelling it is . Another term for the same thing is "" immersion , "" though that \'s often used specifically in RPG games . The point , though , is that the game is supposed to make you feel like you \'re someone that you \'re not . A game like Madden or FIFA is supposed to make you feel like a football ( heh , it works either way ! ) manager / coach / player , so having the accurate roster makes you more immersed in that fantasy . I do n\'t * feel like * the Patriots coach , for example , if Wes Welker is still on the Patriots , because ... well , Wes Welker has n\'t been on the Patriots for years . It disrupts the fantasy .'<SPLIT> 'To the casual player , the games may look like the same thing every year , but that is not always the case . For example , FIFA 13 and FIFA 14 are drastically different in terms of gameplay . Shot mechanics , ball control , and set pieces were definitely changed up , and it definitely altered my playing style from game to game .']",0.0,0.0,0,0,0,4849,"Failed"
"[""There isn't any particular reason why talk show hosts and guests are always positioned in a certain way. It's just a convention that has become standard over time, and it's likely that it's done this way [[because]] it looks good on camera and makes it easy for the host and guest to interact with each other. There isn't any inherent meaning to the left and right sides, it's just a way to organize the set and frame the shot for the camera.""]","[""There isn't any particular reason why talk show hosts and guests are always positioned in a certain way. It's just a convention that has become standard over time, and it's likely that it's done this way [[therefore]] it looks good on camera and makes it easy for the host and guest to interact with each other. There isn't any inherent meaning to the left and right sides, it's just a way to organize the set and frame the shot for the camera.""]",0.0,0.99951171875,1,0,1,103,"Successful"
"[""We 've only landed on planets and moons , which are all fairly big objects with substantial gravity . This is a comet , which is teensy by space standards , and has negligible gravity . We know next to zilch about comets , so just about everything this mission learns is going to be new .""<SPLIT> ""Planet = move slow , Comet = move fast . It 's more challenging , and therefore a bigger deal""<SPLIT> ""Simply put , location , location , location . We 've landed on the moon before , we 've landed on mars before , this is the first time we 've ever landed on a comet before . Imagine we discovered a new island in the pacific , the novelty of landing on it is n't less simply because we discovered Hawaii , right ? Comets are ice and rock , and therefore they are * water * . You know how big water is in space exploration , right ( hint : it 's * huge * ) ? We could find , for example , microbes , either living or frozen in the ice , life in space . Or , for the hell of it , we could just bring back * water from space * . Pretty cool , if you ask me .""]","[""We 've only landed on planets and moons , which are all fairly big objects with substantial gravity . This is a comet , which is teensy by space standards , and has negligible gravity . We know next to zilch about comets , so just about everything this mission learns is going to be new .""<SPLIT> ""Planet = move slow , Comet = move fast . It 's more challenging , and therefore a bigger deal""<SPLIT> ""Simply put , location , location , location . We 've landed on the moon before , we 've landed on mars before , this is the first time we 've ever landed on a comet before . Imagine we discovered a new island in the pacific , the novelty of landing on it is n't less simply because we discovered Hawaii , right ? Comets are ice and rock , and therefore they are * water * . You know how big water is in space exploration , right ( hint : it 's * huge * ) ? We could find , for example , microbes , either living or frozen in the ice , life in space . Or , for the hell of it , we could just bring back * water from space * . Pretty cool , if you ask me .""]",0.0,0.0,0,0,0,3791,"Failed"
"[""well , first you have to understand that the author created an artificial restriction . The machine will not mind - switch between two people who had directly switched their minds with one another . So if Fry switched with Amy , the two of them could never directly switch back . Without the artificial restriction this would n't even be a problem . And the solution to the self - made problem is the introduction of two people who have not been part of the experiment and basically puzzle - solve / jigsaw / Rubik 's cube people 's personalities back in order .""<SPLIT> 'Well it is not really a theorem it is just basic math . If would like star gate sg1 does a far better job explaining it with less people used . All you really need 1 new person and and for everyone else to shift one body over after that you can rebuild every one correctly .'<SPLIT> 'Is it the statement of the theorem or the proof that you want to understand ?']","[""well , first you have to understand that the author created an artificial restriction . The machine will not mind - switch between two people who had directly switched their minds with one another . So if Fry switched with Amy , the two of them could never directly switch back . Without the artificial restriction this would n't even be a problem . And the solution to the self - made problem is the introduction of two people who have not been part of the experiment and basically puzzle - solve / jigsaw / Rubik 's cube people 's personalities back in order .""<SPLIT> 'Well it is not really a theorem it is just basic math . If would like star gate sg1 does a far better job explaining it with less people used . All you really need 1 new person and and for everyone else to shift one body over after that you can rebuild every one correctly .'<SPLIT> 'Is it the statement of the theorem or the proof that you want to understand ?']",0.0,0.0,0,0,0,3123,"Failed"
"['A semi-colon is a punctuation mark that is used to separate clauses in a sentence. It is similar to a period, but it is used to connect clauses that are closely related in meaning. Here is an example of a sentence with a semi-colon: \n""I went to the store; I needed to buy some milk."" \nIn this sentence, the two clauses are ""I went to the store"" and ""I needed to buy some milk."" The semi-colon is used to connect these two clauses because they are closely related in meaning and are both part of the same thought. \nWe use semi-colons to help make our writing more clear and organized. They can be used to connect clauses that are not connected by a conjunction (such as ""and"" or ""but"") and to indicate a pause that is longer than a comma but shorter than a period. \nI hope this helps! Let me know if you have any other questions.']","['A semi-colon is a punctuation mark that is used to separate clauses in a sentence. It is similar to a period, but it is used to connect clauses that are closely related in meaning. Here is an example of a sentence with a semi-colon: \n""I went to the store; I needed to buy some milk."" \nIn this sentence, the two clauses are ""I went to the store"" and ""I needed to buy some milk."" The semi-colon is used to connect these two clauses because they are closely related in meaning and are both part of the same thought. \nWe use semi-colons to help make our writing more clear and organized. They can be used to connect clauses that are not connected by a conjunction (such as ""and"" or ""but"") and to indicate a pause that is longer than a comma but shorter than a period. \nI hope this helps! Let me know if you have any other questions.']",0.0,0.0,1,1,1,3034,"Failed"
"[""The short and unexciting answer , is that we ca n't really answer that question . Presumably the human brain would have evolved to represent these somehow , but it has n't , so we can only ' pretend ' to see them by essentially using technology to shift them into the visible spectrum . But some make - believe dust added and ... If you can see radiowaves , then astronomical objects , your radio , your wifi router , technological stuff in general , will put out lots of ' light ' . If you could see microwaves , well , the cosmic microwave radiation that fills the universe would presumably fill your vision with light everywhere , all the time , forever . I 'd find it kind of annoying honestly . It definitely would n't help you see very well . If you could see infrared , well , you 'd see akin to how infrared cameras present things , presumably . Blobs of ' light ' dependent upon temperature . Potentially useful in some respects , problematic in others . You could find a dropped cigarette pretty easily . Your girlfriend 's face would be a smear of light though . Ultraviolet light is given off by stars , televisions , certain lights , you 'd have essentially some overlap with things that already light up for you . If you could percieve x - rays , you 'd see dim shadows of the objects they pass through , like your neighbor 's skeleton . This of course would make seeing things as we do now kind of difficult . You would n't see anything different in the night sky from that though , as the atmosphere blocks it out . Gamma rays would be visible coming from radioactive stuff , and from the night sky . If intense enough , I suppose they would pierce through solid objects near you . In short , it 'd be a real pain in the ass , because you 'd be overwhelmed with ' light ' that would not correspond to solid objects in your vicinity particularly conveniently .""<SPLIT> '[ This ] ( URL_0 ) picture gives a sense of how the sky would look if we could "" see "" in radio ( and had eyes big enough to resolve celestial objects at that wavelength ) . The foreground is obviously a normal photograph but the sky shows all the radio - loud sources we would be able to see . Note that the scattered points that look like stars are actually radio galaxies and quasars .'<SPLIT> ""Of interest is that several animal species see other wavelengths . Deer and waterfowl can see some ultraviolet but not reds ( hence why people where blaze orange for deer ) . And I believe there 's a shrimp that lives in the deep see that can see in many different spectrums like the friggin Predator or something . URL_0 and more humorously put : URL_1""]","[""The short and unexciting answer , is that we ca n't really answer that question . Presumably the human brain would have evolved to represent these somehow , but it has n't , so we can only ' pretend ' to see them by essentially using technology to shift them into the visible spectrum . But some make - believe dust added and ... If you can see radiowaves , then astronomical objects , your radio , your wifi router , technological stuff in general , will put out lots of ' light ' . If you could see microwaves , well , the cosmic microwave radiation that fills the universe would presumably fill your vision with light everywhere , all the time , forever . I 'd find it kind of annoying honestly . It definitely would n't help you see very well . If you could see infrared , well , you 'd see akin to how infrared cameras present things , presumably . Blobs of ' light ' dependent upon temperature . Potentially useful in some respects , problematic in others . You could find a dropped cigarette pretty easily . Your girlfriend 's face would be a smear of light though . Ultraviolet light is given off by stars , televisions , certain lights , you 'd have essentially some overlap with things that already light up for you . If you could percieve x - rays , you 'd see dim shadows of the objects they pass through , like your neighbor 's skeleton . This of course would make seeing things as we do now kind of difficult . You would n't see anything different in the night sky from that though , as the atmosphere blocks it out . Gamma rays would be visible coming from radioactive stuff , and from the night sky . If intense enough , I suppose they would pierce through solid objects near you . In short , it 'd be a real pain in the ass , because you 'd be overwhelmed with ' light ' that would not correspond to solid objects in your vicinity particularly conveniently .""<SPLIT> '[ This ] ( URL_0 ) picture gives a sense of how the sky would look if we could "" see "" in radio ( and had eyes big enough to resolve celestial objects at that wavelength ) . The foreground is obviously a normal photograph but the sky shows all the radio - loud sources we would be able to see . Note that the scattered points that look like stars are actually radio galaxies and quasars .'<SPLIT> ""Of interest is that several animal species see other wavelengths . Deer and waterfowl can see some ultraviolet but not reds ( hence why people where blaze orange for deer ) . And I believe there 's a shrimp that lives in the deep see that can see in many different spectrums like the friggin Predator or something . URL_0 and more humorously put : URL_1""]",0.0,0.0,0,0,0,8168,"Failed"
"[""They also take in nutrients from the dirt . That 's how you can get things like iron etc .""<SPLIT> 'They do eat other stuff than water from the dirt . Phosphorus and stuff .'<SPLIT> 'In order to make sugars , a plant needs certain elements in its diet . It gets Carbon from the Carbon Dioxide in the air . It gets H2O from water . When it transfers in the water , it uses a tube in its stem , called the xylem . When this absorbs water from the soil below it , it carries nutrients in the soil occasionally , giving the organism certain vitamins and minerals . Of course , some plants will adapt to this , giving them a dependency or a new feeding pattern where they can mature faster with minerals .']","[""They also take in nutrients from the dirt . That 's how you can get things like iron etc .""<SPLIT> 'They do eat other stuff than water from the dirt . Phosphorus and stuff .'<SPLIT> 'In order to make sugars , a plant needs certain elements in its diet . It gets Carbon from the Carbon Dioxide in the air . It gets H2O from water . When it transfers in the water , it uses a tube in its stem , called the xylem . When this absorbs water from the soil below it , it carries nutrients in the soil occasionally , giving the organism certain vitamins and minerals . Of course , some plants will adapt to this , giving them a dependency or a new feeding pattern where they can mature faster with minerals .']",0.0,0.0,0,0,0,2137,"Failed"
"[""It 's for quality . Even if it does n't spoil when stored properly , honey can develop an off flavor over time . The date is a conservative estimate for when it might start to go off - not in the sense of being unsafe / spoiled , but in the sense of not tasting as good anymore . It also helps stores and warehouses with stock rotation .""<SPLIT> 'Many times a expiration date is required by law ( for another example canned food ) also it gets people that only use one jar of honey every x years to buy more'<SPLIT> 'Generally speaking if you have an expiration date on honey and it tastes strange after that date it was not really honey .']","[""It 's for quality . Even if it does n't spoil when stored properly , honey can develop an off flavor over time . The date is a conservative estimate for when it might start to go off - not in the sense of being unsafe / spoiled , but in the sense of not tasting as good anymore . It also helps stores and warehouses with stock rotation .""<SPLIT> 'Many times a expiration date is required by law ( for another example canned food ) also it gets people that only use one jar of honey every x years to buy more'<SPLIT> 'Generally speaking if you have an expiration date on honey and it tastes strange after that date it was not really honey .']",0.0,0.0,0,0,0,2425,"Failed"
"[""When you refinance a house, you are essentially taking out a new loan to pay off your existing mortgage. This can be done for a variety of reasons, such as to get a lower interest rate, to change the length of the loan, or to access the equity you have built up in your home. \nHere's an example of how refinancing might work: \nLet's say that you have a mortgage on your home with an interest rate of 5%. You've been paying on this mortgage for a few years and have built up some equity in your home. Now, you find out that you can refinance your mortgage and get a new loan with an interest rate of 4%. This would mean that you would be paying less in interest each month, which would lower your monthly mortgage payments. \nTo do this, you would need to apply for a new mortgage and go through the process of getting approved for the loan. Once you have been approved, the lender will pay off your old mortgage and give you a new loan with the lower interest rate. You will then make payments on this new loan instead of the old one. \nOverall, refinancing a house can be a good way to save money on your mortgage payments or to access the equity you have built up in your home. However, it's important to consider all of the costs associated with refinancing, such as closing costs, to make sure that it makes financial sense for you.""]","[""When you refinance a house, you are essentially taking out a new loan to pay off your existing mortgage. This can be done for a variety of reasons, such as to get a lower interest rate, to change the length of the loan, or to access the equity you have built up in your home. \nHere's an example of how refinancing might work: \nLet's say that you have a mortgage on your home with an interest rate of 5%. You've been paying on this mortgage for a few years and have built up some equity in your home. Now, you find out that you can refinance your mortgage and get a new loan with an interest rate of 4%. This would mean that you would be paying less in interest each month, which would lower your monthly mortgage payments. \nTo do this, you would need to apply for a new mortgage and go through the process of getting approved for the loan. Once you have been approved, the lender will pay off your old mortgage and give you a new loan with the lower interest rate. You will then make payments on this new loan instead of the old one. \nOverall, refinancing a house can be a good way to save money on your mortgage payments or to access the equity you have built up in your home. However, it's important to consider all of the costs associated with refinancing, such as closing costs, to make sure that it makes financial sense for you.""]",0.0,0.0,1,1,1,4747,"Failed"
